Equipment_ID,Equipment_Name,Department,Manufacturer,Installation_Date,Last_Service_Date,Next_Maintenance_Date,Daily_Usage_Limit,Equipment_Status,Temperature_Readings,Pressure_Load_Readings,Rotational_Speed_RPM,Power_Voltage_Usage,Usage_Hours_Per_Day,Vibration_Torque_Level,Maintenance_Overdue,Power_Backup_Available,Failure_Type,resource_failure,Downtime_Duration,Past_Repairs_Count,Failure_Type_Encoded,Predicted_Failure_Type,Failure_Probability,Estimated_Downtime,Reactive_Cost,Preventive_Cost,Cost_Saved,Prevented_Failure_Savings,Maintenance_Action,Live_Cost_Saved,Downtime_Cost,Repair_Cost,AI_Recommendation
EQ068,Portable Monitor,Emergency,Nihon Kohden,2022-02-25,2025-05-06,2025-06-10,12,Critical,89.61735901383246,65,4180,239,20,17.307124757147747,1,0,heat,1,2.0,2.0,0.0,heat,0.216789864590293,2.16789864590293,10839.49322951465,6503.69593770879,4335.79729180586,3251.8479688543953,⚠️ PREVENTIVE,9483.847968854396,1734.318916722344,1200.0,⚠️ Reduce equipment workload
EQ069,Portable Dialysis Machine,Dialysis,Fresenius,2021-07-19,2025-05-03,2025-06-07,16,Maintenance,84.8980389275802,60,3900,233,18,15.18845640845567,1,1,power,1,4.0,3.0,1.0,power,0.20860509385143755,2.0860509385143757,10430.254692571878,6258.152815543127,4172.101877028751,3129.0764077715635,⚠️ PREVENTIVE,4540.076407771563,1668.8407508115004,1800.0,⚠️ Reduce equipment workload
EQ070,Portable Oxygen Cylinder,Emergency,Invacare,2020-05-23,2025-05-01,2025-06-04,9,Active,66.44026874311582,38,2300,211,8,6.6612024290153276,0,1,wear,0,2.0,2.0,2.0,wear,0.11556645035365594,1.1556645035365594,5778.322517682796,3466.9935106096777,2311.3290070731186,1733.496755304839,🟢 NORMAL,11169.49675530484,924.5316028292475,1200.0,✅ Equipment operating normally
EQ071,Laryngoscope,Emergency,Welch Allyn,2022-03-29,2025-05-08,2025-06-13,10,Maintenance,75.69468445196428,52,3250,223,14,10.85259936640909,1,1,power,1,9.0,3.0,1.0,wear,0.11433320800249401,1.14333208002494,5716.6604001247,3429.9962400748195,2286.66416004988,1714.9981200374102,🟢 NORMAL,10535.99812003741,914.665664019952,1800.0,⚠️ Reduce equipment workload
EQ072,Video Laryngoscope,Emergency,Medtronic,2021-06-12,2025-05-05,2025-06-09,11,Active,70.25300054413876,46,2850,219,12,8.071828778578691,0,1,wear,0,6.0,3.0,2.0,wear,0.19775957296726732,1.9775957296726732,9887.978648363365,5932.787189018019,3955.1914593453466,2966.3935945090097,🟢 NORMAL,5037.39359450901,1582.0765837381384,1800.0,⚠️ Reduce equipment workload
EQ073,ABG Analyzer,ICU,Roche,2020-09-17,2025-05-03,2025-06-06,14,Critical,91.0218588204549,69,4380,245,21,19.403220193626925,1,0,heat,1,4.0,2.0,0.0,heat,0.26287437084210863,2.6287437084210863,13143.718542105431,7886.231125263258,5257.487416842173,3943.1155626316295,⚠️ PREVENTIVE,6630.1155626316295,2102.994966736869,1200.0,⚠️ Reduce equipment workload
EQ074,Portable Infusion Pump,Emergency,B Braun,2022-01-08,2025-05-06,2025-06-10,12,Active,68.30846996584889,41,2500,215,9,7.037226496257742,0,1,power,0,4.0,1.0,1.0,wear,0.8963219180410678,8.963219180410677,44816.095902053385,26889.65754123203,17926.438360821354,13444.828770616017,🔴 URGENT,16600.82877061602,7170.575344328542,600.0,✅ Equipment operating normally
EQ075,Portable Defib Unit,Emergency,Zoll,2021-08-24,2025-05-04,2025-06-08,13,Maintenance,79.925261606771,57,3600,229,17,14.369518160308477,1,1,wear,1,1.0,2.0,2.0,wear,0.35386193490105644,3.538619349010564,17693.096745052822,10615.858047031694,7077.238698021129,5307.929023515847,⚠️ PREVENTIVE,13655.929023515848,2830.8954792084514,1200.0,⚠️ Reduce equipment workload
EQ076,Portable CPAP Machine,ICU,Philips,2020-12-05,2025-05-02,2025-06-05,11,Active,71.08912093806532,43,2650,216,10,8.39752449672935,0,1,wear,0,9.0,2.0,2.0,wear,0.38109822515983316,3.8109822515983316,19054.91125799166,11432.946754794995,7621.964503196663,5716.473377397498,🟢 NORMAL,13736.473377397499,3048.785801278665,1200.0,✅ Equipment operating normally
EQ077,Portable BIPAP Machine,ICU,ResMed,2022-05-11,2025-05-07,2025-06-12,12,Critical,92.96526608751884,71,4450,247,22,20.12305236981587,1,0,heat,1,6.0,1.0,0.0,heat,0.2513451761373263,2.513451761373263,12567.258806866315,7540.355284119789,5026.9035227465265,3770.177642059895,⚠️ PREVENTIVE,6805.177642059894,2010.7614090986106,600.0,⚠️ Reduce equipment workload
EQ078,Wireless Patient Monitor,ICU,GE Healthcare,2021-09-14,2025-05-05,2025-06-09,13,Active,74.61209120560318,48,3050,222,13,11.091439768701102,0,1,power,0,9.0,4.0,1.0,power,0.6879734281969266,6.879734281969267,34398.671409846334,20639.2028459078,13759.468563938535,10319.6014229539,🟡 SCHEDULE SOON,13183.6014229539,5503.787425575413,2400.0,🛠️ Replace worn-out components
EQ079,ICU Central Station,ICU,Nihon Kohden,2020-11-28,2025-05-03,2025-06-06,15,Maintenance,84.43538827059972,61,3920,234,18,14.707021851463434,1,1,wear,1,6.0,2.0,2.0,wear,0.1893547331202478,1.8935473312024782,9467.736656012392,5680.641993607435,3787.0946624049566,2840.320996803717,⚠️ PREVENTIVE,8674.320996803717,1514.8378649619824,1200.0,⚠️ Reduce equipment workload
EQ080,Portable Suction Pump,Emergency,Medela,2022-02-16,2025-05-06,2025-06-10,10,Active,66.03376142147893,40,2450,214,9,6.194477994101791,0,1,power,0,5.0,3.0,1.0,power,0.2386978152016676,2.386978152016676,11934.89076008338,7160.9344560500285,4773.956304033352,3580.4672280250143,🟢 NORMAL,10682.467228025014,1909.5825216133408,1800.0,✅ Equipment operating normally
EQ081,Vacutainer Mixer,Laboratory,Roche,2021-07-07,2025-05-04,2025-06-08,9,Maintenance,75.19133499164678,53,3280,223,14,11.785667257831781,1,1,wear,1,5.0,1.0,2.0,wear,0.4946915193046243,4.946915193046243,24734.575965231215,14840.74557913873,9893.830386092486,7420.372789569365,🟢 NORMAL,9585.372789569365,3957.5321544369945,600.0,⚠️ Reduce equipment workload
EQ082,Portable Lab Analyzer,Laboratory,Siemens,2020-10-21,2025-05-03,2025-06-07,12,Active,71.88722566346047,45,2750,217,11,7.913175926043102,0,1,power,0,5.0,2.0,1.0,power,0.5140481601715323,5.140481601715323,25702.408008576615,15421.444805145968,10280.963203430647,7710.722402572985,🟢 NORMAL,11520.722402572985,4112.385281372259,1200.0,✅ Equipment operating normally
EQ083,Automated Slide Stainer,Pathology,Thermo Fisher,2022-01-19,2025-05-06,2025-06-10,11,Critical,88.69398691085347,66,4200,240,20,17.68299769980157,1,0,heat,1,5.0,4.0,0.0,heat,0.3636570995326849,3.636570995326849,18182.854976634244,10909.712985980546,7273.141990653698,5454.856492990273,⚠️ PREVENTIVE,10383.856492990273,2909.256796261479,2400.0,⚠️ Reduce equipment workload
EQ084,Tissue Embedding System,Pathology,Leica,2021-08-10,2025-05-05,2025-06-09,10,Active,69.5549582336279,42,2550,216,9,6.719749410088257,0,1,wear,0,1.0,1.0,2.0,wear,0.5038814237016461,5.038814237016461,25194.071185082306,15116.442711049383,10077.628474032923,7558.221355524692,🟢 NORMAL,9804.221355524693,4031.051389613169,600.0,✅ Equipment operating normally
EQ085,Histology Water Bath,Pathology,Epredia,2020-12-18,2025-05-03,2025-06-06,9,Maintenance,77.67491518571423,55,3380,225,15,14.329914236575348,1,1,power,1,5.0,2.0,1.0,power,0.26283181573132336,2.6283181573132337,13141.590786566168,7884.954471939701,5256.6363146264675,3942.4772359698504,🟢 NORMAL,12032.47723596985,2102.6545258505867,1200.0,⚠️ Reduce equipment workload
EQ086,Portable Fluoroscopy,Radiology,Philips,2022-03-05,2025-05-07,2025-06-12,14,Active,71.85770619113315,47,2980,220,12,9.702490313389037,0,1,wear,0,2.0,4.0,2.0,wear,0.1420514085563494,1.420514085563494,7102.57042781747,4261.542256690482,2841.028171126988,2130.771128345241,🟢 NORMAL,10516.77112834524,1136.4112684507952,2400.0,🛠️ Replace worn-out components
EQ087,Emergency Ventilator,Emergency,Drager,2021-06-25,2025-05-04,2025-06-08,16,Critical,93.27425956615869,72,4480,248,23,21.597733810131526,1,0,heat,1,8.0,1.0,0.0,heat,0.22635916263528888,2.2635916263528886,11317.958131764442,6790.774879058666,4527.183252705777,3395.3874395293333,⚠️ PREVENTIVE,6488.387439529333,1810.873301082311,600.0,⚠️ Reduce equipment workload
EQ088,Wireless ECG Monitor,Cardiology,Philips,2020-09-09,2025-05-02,2025-06-05,11,Active,71.04075590772027,44,2680,217,10,7.582583042071763,0,1,power,0,4.0,3.0,1.0,power,0.34457165451059907,3.4457165451059906,17228.582725529952,10337.14963531797,6891.433090211982,5168.574817658986,🟢 NORMAL,8636.574817658986,2756.5732360847924,1800.0,✅ Equipment operating normally
EQ089,Portable Blood Analyzer,ICU,Roche,2022-02-12,2025-05-06,2025-06-10,12,Maintenance,81.74561765097829,58,3650,230,17,14.08339327406783,1,1,wear,1,7.0,1.0,2.0,power,0.6288935771095727,6.288935771095727,31444.678855478636,18866.80731328718,12577.871542191457,9433.403656643592,⚠️ PREVENTIVE,12552.403656643592,5031.148616876581,600.0,⚠️ Reduce equipment workload
EQ090,Telemetry System,Cardiology,GE Healthcare,2021-07-30,2025-05-05,2025-06-09,13,Active,75.6218769066556,49,3120,223,13,10.110001538648408,0,1,power,0,5.0,4.0,1.0,wear,0.48510192720568623,4.851019272056862,24255.09636028431,14553.057816170587,9702.038544113724,7276.528908085294,🟢 NORMAL,12422.528908085293,3880.81541764549,2400.0,🛠️ Replace worn-out components
EQ091,Stress Test System,Cardiology,Philips,2020-11-14,2025-05-03,2025-06-06,14,Critical,90.9624394603693,69,4400,246,22,20.860435162338437,1,0,heat,1,7.0,1.0,0.0,heat,0.1299576472283836,1.299576472283836,6497.882361419181,3898.729416851508,2599.1529445676724,1949.364708425754,⚠️ PREVENTIVE,8576.364708425754,1039.6611778270687,600.0,⚠️ Reduce equipment workload
EQ092,Catheterization Lab System,Cardiology,Siemens,2022-04-20,2025-05-07,2025-06-12,17,Active,74.89543464372458,51,3250,224,14,12.571289160411828,0,1,wear,0,5.0,1.0,2.0,wear,0.438675656832325,4.38675656832325,21933.78284161625,13160.269704969749,8773.5131366465,6580.134852484875,🟢 NORMAL,13385.134852484876,3509.4052546586,600.0,✅ Equipment operating normally
EQ093,Portable Echo Machine,Cardiology,GE Healthcare,2021-08-18,2025-05-05,2025-06-09,12,Maintenance,78.78683446984158,56,3500,227,16,12.020753179848553,1,1,power,1,3.0,4.0,1.0,power,0.3473864092401462,3.473864092401462,17369.32046200731,10421.592277204385,6947.728184802923,5210.7961386021925,⚠️ PREVENTIVE,12887.796138602193,2779.0912739211694,2400.0,⚠️ Reduce equipment workload
EQ094,2D Echo Machine,Cardiology,Philips,2020-10-29,2025-05-03,2025-06-07,13,Active,73.50105383312004,46,2820,218,11,8.824549284906428,0,1,wear,0,4.0,3.0,2.0,wear,0.34118605472013597,3.4118605472013597,17059.302736006797,10235.581641604078,6823.721094402719,5117.79082080204,🟢 NORMAL,11176.79082080204,2729.488437761088,1800.0,✅ Equipment operating normally
EQ095,3D Ultrasound,Gynecology,Samsung Medison,2022-01-24,2025-05-06,2025-06-10,14,Critical,89.40892384080261,67,4300,243,21,17.32672953092519,1,0,heat,1,6.0,4.0,0.0,heat,0.10327213789480723,1.0327213789480723,5163.606894740361,3098.1641368442165,2065.4427578961445,1549.0820684221085,⚠️ PREVENTIVE,9657.082068422109,826.1771031584578,2400.0,⚠️ Reduce equipment workload
EQ096,Fetal Doppler,Gynecology,Philips,2021-07-15,2025-05-04,2025-06-08,10,Active,67.38797139584254,40,2400,214,9,7.483466612932755,0,1,power,0,8.0,4.0,1.0,power,0.37363849221864653,3.736384922186465,18681.924610932325,11209.154766559395,7472.76984437293,5604.577383279698,🟢 NORMAL,14031.577383279699,2989.1079377491724,2400.0,🛠️ Replace worn-out components
EQ097,Hysteroscope,Gynecology,Karl Storz,2020-12-11,2025-05-02,2025-06-05,11,Maintenance,79.1856318533897,57,3600,229,17,13.88149347476747,1,1,wear,1,1.0,4.0,2.0,wear,0.37997275627304006,3.799727562730401,18998.637813652003,11399.182688191202,7599.455125460801,5699.591344095601,⚠️ PREVENTIVE,9437.591344095601,3039.7820501843203,2400.0,⚠️ Reduce equipment workload
EQ098,Colposcope,Gynecology,Olympus,2022-03-27,2025-05-07,2025-06-12,12,Active,73.26903213082836,45,2750,217,10,7.888564949933402,0,1,power,0,8.0,3.0,1.0,power,0.4472181693768589,4.472181693768588,22360.908468842943,13416.545081305765,8944.363387537178,6708.272540652883,🟢 NORMAL,7779.272540652883,3577.745355014871,1800.0,✅ Equipment operating normally
EQ099,Neonatal Ventilator,NICU,GE Healthcare,2021-08-09,2025-05-05,2025-06-09,15,Critical,91.47861629942483,70,4420,247,22,19.55063468346521,1,0,heat,1,8.0,3.0,0.0,heat,0.16271865922355092,1.627186592235509,8135.932961177546,4881.559776706527,3254.3731844710182,2440.7798883532637,⚠️ PREVENTIVE,10377.779888353263,1301.7492737884074,1800.0,⚠️ Reduce equipment workload
EQ100,Portable Incubator,NICU,Atom Medical,2020-11-19,2025-05-03,2025-06-06,13,Active,72.08183661359071,48,3000,221,12,10.107369143130757,0,1,wear,0,2.0,3.0,2.0,wear,0.16811424718375378,1.6811424718375378,8405.71235918769,5043.427415512614,3362.2849436750757,2521.7137077563066,🟢 NORMAL,4869.713707756307,1344.9139774700302,1800.0,✅ Equipment operating normally
EQ101,Bilirubin Meter,NICU,Drager,2022-02-08,2025-05-06,2025-06-10,10,Maintenance,75.28205036739533,54,3320,224,14,12.294740342618825,1,1,power,1,6.0,1.0,1.0,power,0.2803710792878851,2.803710792878851,14018.553964394256,8411.132378636554,5607.421585757702,4205.566189318277,🟢 NORMAL,7268.566189318277,2242.968634303081,600.0,⚠️ Reduce equipment workload
EQ102,Infusion Heater,ICU,Baxter,2021-07-02,2025-05-04,2025-06-08,11,Active,69.07750544352218,42,2550,216,9,7.490470388481003,0,1,wear,0,1.0,1.0,2.0,wear,0.3548996442852944,3.5489964428529444,17744.98221426472,10646.989328558831,7097.992885705889,5323.494664279417,🟢 NORMAL,6802.494664279417,2839.1971542823553,600.0,✅ Equipment operating normally
EQ103,High Flow Nasal Cannula,ICU,Fisher & Paykel,2020-10-06,2025-05-02,2025-06-05,14,Critical,91.08223436800962,68,4380,245,21,18.636509832021364,1,0,heat,1,9.0,3.0,0.0,heat,0.9675103133639643,9.675103133639643,48375.51566819822,29025.30940091893,19350.20626727929,14512.654700459465,🔴 URGENT,20689.654700459465,7740.0825069117145,1800.0,🚨 Immediate maintenance required
EQ104,Surgical Navigation System,Operation Theatre,Stryker,2022-01-14,2025-05-06,2025-06-10,16,Active,73.67106617127618,49,3100,223,13,10.495562281256909,0,1,power,0,1.0,3.0,1.0,power,0.42102259099479367,4.210225909947937,21051.129549739686,12630.677729843812,8420.451819895874,6315.338864921905,🟢 NORMAL,8804.338864921905,3368.1807279583495,1800.0,✅ Equipment operating normally
EQ105,OT Pendant,Operation Theatre,Drager,2021-08-20,2025-05-05,2025-06-09,9,Maintenance,77.50456879346744,55,3400,226,15,13.22242896667006,1,1,wear,1,3.0,1.0,2.0,power,0.2694096904310794,2.694096904310794,13470.48452155397,8082.290712932381,5388.193808621589,4041.1453564661906,🟢 NORMAL,11820.14535646619,2155.277523448635,600.0,⚠️ Reduce equipment workload
EQ106,Shadowless Lamp,Operation Theatre,Steris,2020-11-25,2025-05-03,2025-06-07,8,Active,65.1706825009455,38,2250,211,8,6.503677336374244,0,1,power,0,1.0,3.0,1.0,power,0.23790124280617647,2.3790124280617646,11895.062140308823,7137.037284185293,4758.024856123529,3568.518642092647,🟢 NORMAL,11703.518642092647,1903.2099424494118,1800.0,✅ Equipment operating normally
EQ107,Orthopedic Drill,Orthopedics,Stryker,2022-03-03,2025-05-07,2025-06-12,12,Critical,90.47425459637729,64,4180,239,20,18.132525294897047,1,0,heat,1,9.0,2.0,0.0,heat,0.1266748603080851,1.2667486030808512,6333.743015404256,3800.245809242553,2533.4972061617027,1900.1229046212768,⚠️ PREVENTIVE,6258.122904621277,1013.3988824646809,1200.0,⚠️ Reduce equipment workload
EQ108,Portable Traction Unit,Orthopedics,Philips,2021-07-28,2025-05-04,2025-06-08,10,Active,66.94182659185854,41,2480,214,9,6.527556017057396,0,1,wear,0,2.0,2.0,2.0,power,0.2393471404507115,2.3934714045071153,11967.357022535576,7180.414213521345,4786.942809014231,3590.2071067606726,🟢 NORMAL,7267.207106760672,1914.7771236056922,1200.0,✅ Equipment operating normally
EQ109,Portable X-Ray Detector,Radiology,Canon,2020-10-13,2025-05-02,2025-06-05,11,Maintenance,79.32923251754538,56,3500,228,16,12.114200612534075,1,1,power,1,3.0,1.0,1.0,power,0.4855586897426808,4.855586897426808,24277.93448713404,14566.760692280424,9711.173794853616,7283.380346140212,⚠️ PREVENTIVE,12965.380346140213,3884.469517941446,600.0,⚠️ Reduce equipment workload
EQ110,Digital Radiography System,Radiology,Siemens,2022-02-22,2025-05-06,2025-06-10,15,Active,74.18135193968405,50,3180,223,13,10.783746132486005,0,1,wear,0,2.0,2.0,2.0,power,0.13206789270672983,1.3206789270672983,6603.394635336492,3962.036781201895,2641.357854134597,1981.0183906009474,🟢 NORMAL,7757.018390600948,1056.5431416538386,1200.0,✅ Equipment operating normally
EQ111,PACS Server,Radiology,GE Healthcare,2021-08-31,2025-05-05,2025-06-09,18,Critical,93.23184821608557,73,4520,249,24,22.777647446084053,1,0,heat,1,4.0,4.0,0.0,heat,0.1307243829785382,1.307243829785382,6536.21914892691,3921.7314893561456,2614.487659570764,1960.8657446780728,⚠️ PREVENTIVE,4179.865744678073,1045.7950638283055,2400.0,⚠️ Reduce equipment workload
EQ112,Contrast Injector,Radiology,Medrad,2020-11-07,2025-05-03,2025-06-06,10,Active,70.19426656956374,44,2680,217,10,8.248775985338428,0,1,power,0,4.0,4.0,1.0,power,0.12756853822002281,1.275685382200228,6378.42691100114,3827.056146600684,2551.370764400456,1913.5280733003422,🟢 NORMAL,11188.528073300342,1020.5483057601825,2400.0,🛠️ Replace worn-out components
EQ113,Portable MRI,Radiology,Philips,2022-01-16,2025-05-06,2025-06-10,17,Maintenance,85.1034110559868,60,3920,234,18,14.856448974246797,1,1,wear,1,1.0,2.0,2.0,wear,0.4080404994665968,4.080404994665968,20402.02497332984,12241.214983997905,8160.809989331936,6120.607491998952,⚠️ PREVENTIVE,8133.607491998952,3264.3239957327746,1200.0,⚠️ Reduce equipment workload
EQ114,Portable CT Scanner,Radiology,Canon,2021-07-21,2025-05-04,2025-06-08,16,Active,71.89335890742663,48,3050,222,12,9.808719958087044,0,1,power,0,9.0,3.0,1.0,power,0.4901680941463237,4.901680941463237,24508.404707316186,14705.042824389711,9803.361882926474,7352.521412194855,🟢 NORMAL,16812.521412194856,3921.3447531705892,1800.0,✅ Equipment operating normally
EQ115,Microbiology Analyzer,Laboratory,Thermo Fisher,2020-10-09,2025-05-02,2025-06-05,11,Critical,88.8349776377747,67,4320,244,21,17.880811609631735,1,0,heat,1,2.0,4.0,0.0,heat,0.25199904766491754,2.519990476649175,12599.952383245876,7559.971429947525,5039.980953298351,3779.985714973763,⚠️ PREVENTIVE,8488.985714973764,2015.9923813193404,2400.0,⚠️ Reduce equipment workload
EQ116,ELISA Reader,Laboratory,BioRad,2022-03-10,2025-05-07,2025-06-12,9,Active,65.57038624055363,39,2350,212,8,5.827882023046706,0,1,wear,0,9.0,4.0,2.0,wear,0.17905177866514593,1.7905177866514594,8952.588933257297,5371.553359954378,3581.035573302919,2685.776679977189,🟢 NORMAL,7473.776679977189,1432.4142293211676,2400.0,🛠️ Replace worn-out components
EQ117,PCR Machine,Laboratory,Roche,2021-08-26,2025-05-05,2025-06-09,12,Maintenance,80.6135061886203,57,3620,229,17,14.524273810822072,1,1,power,1,6.0,2.0,1.0,power,0.22510828857369214,2.2510828857369214,11255.414428684608,6753.248657210765,4502.165771473843,3376.6243286053823,⚠️ PREVENTIVE,11800.624328605383,1800.866308589537,1200.0,⚠️ Reduce equipment workload
EQ118,Lab Refrigerator,Laboratory,Haier,2020-11-15,2025-05-03,2025-06-06,8,Active,64.54887950905102,36,2200,210,7,5.13872738114544,0,1,power,0,4.0,2.0,1.0,power,0.5015513663627031,5.015513663627031,25077.568318135156,15046.540990881093,10031.027327254063,7523.270495440547,🟢 NORMAL,14428.270495440547,4012.4109309016253,1200.0,✅ Equipment operating normally
EQ119,Deep Freezer,Laboratory,Thermo Fisher,2022-02-13,2025-05-06,2025-06-10,10,Critical,88.2069376201203,65,4200,239,20,18.122270382348315,1,0,heat,1,1.0,3.0,0.0,heat,0.23314421292712786,2.3314421292712786,11657.210646356392,6994.326387813835,4662.884258542557,3497.163193906918,⚠️ PREVENTIVE,10413.163193906918,1865.1537034170228,1800.0,⚠️ Reduce equipment workload
EQ120,Blood Storage Refrigerator,Blood Bank,Haier Biomedical,2021-07-06,2025-05-04,2025-06-08,11,Active,70.99477094750647,45,2780,218,11,8.49341866771647,0,1,wear,0,5.0,1.0,2.0,wear,0.7178909300145254,7.178909300145254,35894.546500726276,21536.727900435766,14357.81860029051,10768.363950217881,🟡 SCHEDULE SOON,19674.36395021788,5743.127440116204,600.0,✅ Equipment operating normally
,,ICU,,2026-05-27,2026-05-27,2026-05-27,12,Active,71.0,38,4071,235,11,5.0,No,Yes,wear,0,,,,,,,,,,,,,,,
